id,cruise,haul,posneg,long1,lat1,lance,long,lat,peso_captura_total_kg,date,station
521,JCFINP2305,50,negative,-110.7157108,26.17062083,50,-110.7339283,26.16133833,5.989,19/05/2023,spring
522,JCFINP2305,51,negative,-110.3468458,26.1638,51,-110.3675433,26.15320833,3.26,20/05/2023,spring
523,JCFINP2305,52,negative,-109.724525,26.4812725,52,-109.7420283,26.47239167,10.989,20/05/2023,spring
524,JCFINP2305,53,positive,-109.6094975,26.54021917,53,-109.5876383,26.55118167,24.333,21/05/2023,spring
525,JCFINP2305,54,negative,-109.854985,26.6113325,54,-109.8337,26.62180667,3.277,21/05/2023,spring
526,JCFINP2305,55,positive,-111.182585,26.13352167,55,-111.1539767,26.132445,1.903,21/05/2023,spring
527,JCFINP2305,56,positive,-111.321485,26.2026075,56,-111.30483,26.18515,36.433,21/05/2023,spring
528,JCFINP2305,57,positive,-111.3687858,26.38037083,57,-111.3726883,26.39548833,16.157,22/05/2023,spring
529,JCFINP2305,58,positive,-110.120195,26.86839417,58,-110.0997267,26.87891833,4.084,23/05/2023,spring
530,JCFINP2305,59,positive,-109.994755,26.7361175,59,-110.0144067,26.72613,5.437,23/05/2023,spring
531,JCFINP2305,60,negative,-110.2905192,26.97792334,60,-110.31577,26.965035,91,23/05/2023,spring
532,JCFINP2305,61,positive,-110.4736517,27.08075417,61,-110.4943867,27.070125,96.772,24/05/2023,spring
533,JCFINP2305,62,positive,-111.46806,26.572945,62,-111.4549617,26.55682833,64.803,24/05/2023,spring
534,JCFINP2305,63,positive,-111.7605417,26.875155,63,-111.7407333,26.86349333,73.076,25/05/2023,spring
535,JCFINP2305,64,positive,-110.6984225,27.3929425,64,-110.6799317,27.40225667,45.737,25/05/2023,spring
536,JCFINP2305,65,positive,-110.7421,27.56715,65,-110.7223,27.5771,199.361,26/05/2023,spring
537,JCFINP2305,66,positive,-110.75081,27.75867333,66,-110.7295733,27.76988833,52.103,26/05/2023,spring
538,JCFINP2305,67,positive,-111.2237659,27.97443833,67,-111.2468317,27.98722833,79.333,26/05/2023,spring
539,JCFINP2305,68,positive,-110.9783959,27.86083334,68,-111.00261,27.87212667,8.988,27/05/2023,spring
540,JCFINP2305,69,negative,-111.0591008,27.79833667,69,-111.0374433,27.80921333,9.578,27/05/2023,spring
541,JCFINP2305,70,positive,-112.0416075,27.295595,70,-112.0617733,27.285325,20.463,27/05/2023,spring
542,JCFINP2305,71,positive,-111.9531317,27.1438275,71,-111.97481,27.13352167,17.751,27/05/2023,spring
543,JCFINP2305,72,positive,-111.86183,26.99436833,72,-111.8821967,26.98388,12.739,28/05/2023,spring
544,JCFINP2305,73,negative,-112.5026825,27.72241084,73,-112.5237917,27.71172,1.988,28/05/2023,spring
545,JCFINP2305,74,positive,-112.2868925,27.63629084,74,-112.30942,27.624865,5.31,28/05/2023,spring
546,JCFINP2305,75,positive,-112.2578542,27.46710834,75,-112.2627017,27.48584167,0.828,29/05/2023,spring
547,JCFINP2305,76,positive,-111.5760567,28.28987584,76,-111.6059567,28.301215,88.301,29/05/2023,spring
548,JCFINP2305,77,positive,-111.8329634,28.26140084,77,-111.8138117,28.27122667,29.252,30/05/2023,spring
549,JCFINP2305,78,positive,-112.0276767,28.3584225,78,-112.0080267,28.36864333,20.407,30/05/2023,spring
550,JCFINP2305,79,positive,-112.6661067,28.42581584,79,-112.6518967,28.43297167,0.184,30/05/2023,spring
551,JCFINP2305,80,positive,-112.6906159,27.94216333,80,-112.696795,27.96377833,0.488,31/05/2023,spring
552,JCFINP2305,81,positive,-112.4581109,28.77350417,81,-112.4755217,28.78300833,3.266,31/05/2023,spring
553,JCFINP2305,82,positive,-112.1858342,28.70624834,82,-112.1672933,28.70975167,23.504,1/6/2023,spring
554,INPI2306,1,positive,-110.1166917,22.92800833,1,-110.1103333,22.94133333,11.2,14/06/2023,spring
555,INPI2306,2,negative,-110.181075,23.29006667,2,-110.1791667,23.27296667,0,15/06/2023,spring
556,INPI2306,3,positive,-110.61545,23.644525,3,-110.62665,23.65785,9.5,15/06/2023,spring
557,INPI2306,4,positive,-110.8844667,23.88103333,4,-110.8705167,23.86541667,33.4,16/06/2023,spring
558,INPI2306,5,negative,-111.0200083,24.00743333,5,-111.0332667,24.01445,5.552,16/06/2023,spring
559,INPI2306,6,positive,-111.3230417,24.22960833,6,-111.3066667,24.21855,10.046,17/06/2023,spring
560,INPI2306,7,positive,-111.5024149,24.32538604,7,-111.48995,24.31948333,2.715,17/06/2023,spring
561,INPI2306,8,positive,-111.7995083,24.36003333,8,-111.8178833,24.37036667,32.53,17/06/2023,spring
562,INPI2306,9,negative,-111.998775,24.45786667,9,-111.9908333,24.45506667,130.325,18/06/2023,spring
563,INPI2306,10,negative,-112.2859833,24.68271667,10,-112.266,24.68956667,322.5,18/06/2023,spring
564,INPI2306,11,negative,-112.2941667,25.07205,11,-112.2893,25.08963333,63.522,19/06/2023,spring
565,INPI2306,12,positive,-112.2033917,25.31989167,12,-112.2038333,25.30291667,324.504,19/06/2023,spring
566,INPI2306,13,negative,-112.2646667,25.672775,13,-112.2815667,25.66525,0,19/06/2023,spring
567,INPI2306,14,negative,-112.281675,25.85495,14,-112.2701,25.8418,142.4,20/06/2023,spring
568,INPI2306,15,positive,-112.5095667,26.12913333,15,-112.4993667,26.11463333,63.206,20/06/2023,spring
569,INPI2306,16,positive,-112.9084917,26.30475,16,-112.8933333,26.31306667,220.139,20/06/2023,spring
570,INPI2306,17,positive,-113.1085583,26.41434167,17,-113.0967167,26.40548333,55.5,21/06/2023,summer
571,INPI2306,18,positive,-113.2274833,26.52213333,18,-113.2440167,26.51195,71.7,21/06/2023,summer
572,INPI2306,19,positive,-113.8363167,26.591225,19,-113.8474833,26.60826667,148.494,21/06/2023,summer
573,INPI2306,20,positive,-113.81625,26.79259167,20,-113.8044667,26.78121667,40.72,22/06/2023,summer
574,INPI2306,21,positive,-114.0162167,26.88104167,21,-114.0039,26.86746667,0.377,22/06/2023,summer
575,INPI2306,22,positive,-116.918975,32.001325,22,-116.9147667,31.98968333,0.367,30/06/2023,summer
576,INPI2306,23,negative,-116.9919833,32.17293334,23,-117.0001333,32.19196667,0,1/7/2023,summer
577,INPI2306,24,negative,-117.0927667,32.301975,24,-117.1041167,32.31921667,0.219,1/7/2023,summer
578,INPI2306,25,positive,-116.7830417,31.8733,25,-116.8000333,31.88253333,1.428,1/7/2023,summer
579,INPI2306,26,negative,-116.8111833,31.68758333,26,-116.8286833,31.69758333,2.8,2/7/2023,summer
580,INPI2306,27,negative,-116.7081,31.52725,27,-116.72665,31.5317,0.478,2/7/2023,summer
581,INPI2306,28,positive,-116.6390083,31.36904167,28,-116.65165,31.37923333,19.351,2/7/2023,summer
582,INPI2306,29,positive,-116.4875917,31.255925,29,-116.5025833,31.26725,0.413,3/7/2023,summer
583,INPI2306,30,positive,-116.3625583,31.12320833,30,-116.3441,31.13176667,30,3/7/2023,summer
584,INPI2306,31,positive,-116.2239083,30.79879167,31,-116.2452833,30.80541667,0.305,3/7/2023,summer
585,INPI2306,32,positive,-116.1574833,30.63921667,32,-116.1733333,30.6516,8.701,4/7/2023,summer
586,INPI2306,33,positive,-116.0193667,30.31940833,33,-116.0415167,30.3316,0.011,4/7/2023,summer
587,INPI2306,34,negative,-115.989625,30.14041667,34,-115.9995833,30.1606,0.506,4/7/2023,summer
588,INPI2306,35,negative,-115.9618833,29.95580833,35,-115.9760667,29.96783333,0,5/7/2023,summer
589,INPI2306,36,negative,-114.71515,29.05445,36,-114.69555,29.06473333,0,6/7/2023,summer
590,INPI2306,37,positive,-114.4644833,28.79385,37,-114.4755,28.80481667,1.54,6/7/2023,summer
591,JCFINP2306,1,positive,-110.0729967,22.9476925,1,-110.0624617,22.92936833,116.802,15/06/2023,spring
592,JCFINP2306,2,negative,-110.2562542,23.04995333,2,-110.2813633,23.03623833,2.478,15/06/2023,spring
593,JCFINP2306,3,positive,-110.2238392,23.26713167,3,-110.21712,23.24379,30.8927,15/06/2023,spring
594,JCFINP2306,4,negative,-110.2711292,22.84547667,4,-110.2511767,22.85642,3.29,16/06/2023,spring
595,JCFINP2306,5,negative,-110.9148925,22.49377834,5,-110.88785,22.5091,4.381,16/06/2023,spring
596,JCFINP2306,6,negative,-111.0575842,22.80906084,6,-111.0342533,22.82192667,5.013,17/06/2023,spring
597,JCFINP2306,7,negative,-111.4718233,23.36704167,7,-111.4950483,23.35429167,40.924,17/06/2023,spring
598,JCFINP2306,8,negative,-111.1857033,23.126255,8,-111.2068983,23.11467333,14.306,18/06/2023,spring
599,JCFINP2306,9,positive,-110.6520475,23.6166825,9,-110.67361,23.60489833,249.45,18/06/2023,spring
600,JCFINP2306,10,positive,-110.5330959,23.4818175,10,-110.5546817,23.46998333,3.474,19/06/2023,spring
601,JCFINP2306,11,positive,-110.2958225,23.46373834,11,-110.3103817,23.482875,9.986,19/06/2023,spring
602,JCFINP2306,12,positive,-110.7656367,23.75758167,12,-110.7807067,23.772555,38.351,19/06/2023,spring
603,JCFINP2306,13,positive,-110.8649259,23.88739667,13,-110.84823,23.864895,87.927,19/06/2023,spring
604,JCFINP2306,14,positive,-111.1663608,23.92477667,14,-111.1461733,23.93583,137.923,20/06/2023,spring
605,JCFINP2306,15,positive,-111.7126717,23.89855,15,-111.7388967,23.90687333,8.445,20/06/2023,spring
606,JCFINP2306,16,positive,-111.5883258,23.70142833,16,-111.6109983,23.71406833,6.63,21/06/2023,summer
607,JCFINP2306,17,positive,-111.2251275,24.10388,17,-111.2429,24.11518667,238.85,21/06/2023,summer
608,JCFINP2306,18,positive,-111.4301775,24.1705675,18,-111.40814,24.18266833,872.582,22/06/2023,summer
609,JCFINP2306,19,positive,-111.5888075,24.28313,19,-111.61071,24.29448,7.632,22/06/2023,summer
610,JCFINP2306,20,positive,-111.9224667,24.301585,20,-111.9419233,24.310565,120.657,22/06/2023,summer
611,JCFINP2306,21,negative,-112.0468084,24.428155,21,-112.0626217,24.443495,218.559,23/06/2023,summer
612,JCFINP2306,22,negative,-112.4822575,24.7846075,22,-112.5044333,24.79945,97.477,23/06/2023,summer
613,JCFINP2306,23,positive,-112.3467084,24.67108917,23,-112.36711,24.68003167,437.279,24/06/2023,summer
614,JCFINP2306,24,positive,-112.154095,24.5849275,24,-112.17361,24.60507,59.192,24/06/2023,summer
615,JCFINP2306,25,positive,-112.3528534,25.04849417,25,-112.3741767,25.06252,777.921,25/06/2023,summer
616,JCFINP2306,26,negative,-112.4685834,25.1869825,26,-112.48794,25.202425,37.017,25/06/2023,summer
617,JCFINP2306,27,negative,-112.8065033,25.197525,27,-112.8270133,25.21265667,26.408,26/06/2023,summer
618,JCFINP2306,28,positive,-112.6255408,25.686615,28,-112.6461383,25.70273333,176.11,26/06/2023,summer
619,JCFINP2306,29,negative,-112.55796,25.52173334,29,-112.5779217,25.53807167,232.209,27/06/2023,summer
620,JCFINP2306,30,negative,-112.4831217,25.37125667,30,-112.4930867,25.39245167,27.11,27/06/2023,summer
621,JCFINP2306,31,negative,-113.08463,25.63013333,31,-113.0976633,25.65192833,1.237,27/06/2023,summer
622,JCFINP2306,32,negative,-112.9346017,25.3620125,32,-112.94516,25.38375,36.45,27/06/2023,summer
623,JCFINP2306,33,positive,-112.602625,26.07858417,33,-112.624635,26.06694167,246.227,28/06/2023,summer
624,JCFINP2306,34,negative,-112.5445242,25.9152075,34,-112.5236783,25.92648333,208.281,29/06/2023,summer
625,JCFINP2306,35,positive,-113.392485,26.64645167,35,-113.3445133,26.65866,1150.506,29/06/2023,summer
626,JCFINP2306,36,negative,-113.19999,26.35196417,36,-113.21713,26.36284833,450.41,30/06/2023,summer
627,JCFINP2306,37,positive,-114.1215675,27.005115,37,-114.0569333,27.017555,58.093,30/07/2023,summer
628,JCFINP2306,38,negative,-113.9243867,26.75241334,38,-113.9472133,26.76446,11.856,30/07/2023,summer
629,JCFINP2306,39,positive,-114.6796883,27.31720583,39,-114.7021083,27.30519833,223.723,1/7/2023,summer
630,JCFINP2306,40,positive,-114.8410817,27.42948917,40,-114.8164733,27.44262833,54.672,1/7/2023,summer
631,JCFINP2306,41,positive,-114.8905892,27.59451084,41,-114.88377,27.57814667,135.368,2/7/2023,summer
632,JCFINP2306,42,positive,-115.3282208,27.7363675,42,-115.3556833,27.75312667,123.19,2/7/2023,summer
633,JCFINP2306,43,positive,-115.1587909,27.65489333,43,-115.1823417,27.66666833,275.068,2/7/2023,summer
634,JCFINP2306,44,positive,-115.9457767,28.01952834,44,-115.934065,28.04598667,25.512,3/7/2023,summer
635,JCFINP2306,45,positive,-115.5223808,27.84573417,45,-115.5493483,27.86028167,3660.764,4/7/2023,summer
636,JCFINP2306,46,positive,-114.7040142,29.01921584,46,-114.71941,29.035165,9.811,4/7/2023,summer
637,JCFINP2306,47,negative,-114.7432542,28.66092667,47,-114.763145,28.67355667,17.22,5/7/2023,summer
638,JCFINP2306,48,negative,-114.84657,28.99846084,48,-114.8675417,29.007015,27.513,5/7/2023,summer
639,JCFINP2306,49,negative,-115.1934275,29.0042325,49,-115.1666083,29.01709667,27.121,6/7/2023,summer
640,JCFINP2306,50,positive,-115.4287575,29.27302917,50,-115.448395,29.29549833,26.267,7/7/2023,summer
641,JCFINP2306,51,positive,-115.1583642,29.22558083,51,-115.1749033,29.24267833,22.02,8/7/2023,summer
642,JCFINP2306,52,positive,-115.7545617,29.6826475,52,-115.7334467,29.69371333,13.956,8/7/2023,summer
643,JCFINP2306,53,positive,-115.4881834,29.43864167,53,-115.5075967,29.45677,25.13,8/7/2023,summer
644,JCFINP2306,54,positive,-115.87489,29.44181667,54,-115.8929767,29.46069167,522.712,9/7/2023,summer
645,JCFINP2306,55,positive,-115.8806409,30.20426417,55,-115.857825,30.21567833,7.107,9/7/2023,summer
646,JCFINP2306,56,positive,-115.8666717,30.01714584,56,-115.8679517,30.04615667,24.057,9/7/2023,summer
647,JCFINP2306,57,positive,-116.005055,29.74823417,57,-116.0221733,29.77382167,5.346,10/7/2023,summer
648,JCFINP2306,58,positive,-116.2199759,30.42105583,58,-116.199085,30.43141333,41.656,10/7/2023,summer
649,JCFINP2306,59,positive,-116.1178442,30.30922083,59,-116.1372567,30.29202833,35.263,10/7/2023,summer
650,JCFINP2306,60,positive,-115.8812659,30.21507167,60,-115.882115,30.239645,18.428,11/7/2023,summer
651,JCFINP2306,61,positive,-116.3638434,30.5449675,61,-116.38238,30.56391833,315.768,11/7/2023,summer
652,JCFINP2306,62,positive,-116.3863475,30.72123084,62,-116.3614383,30.734115,15.394,12/7/2023,summer
653,JCFINP2306,63,positive,-116.63738,30.79394667,63,-116.657565,30.81525333,194.97,12/7/2023,summer
654,JCFINP2306,64,positive,-116.5368442,31.03636667,64,-116.5629683,31.04968333,211.703,13/07/2023,summer
655,JCFINP2306,65,positive,-116.3671767,31.06795167,65,-116.36707,31.08395333,2522.1,13/07/2023,summer
656,JCFINP2306,66,positive,-116.6442425,31.3819675,66,-116.6672583,31.40572,78.886,13/07/2023,summer
657,JCFINP2306,67,positive,-116.482745,31.25300334,67,-116.4978167,31.27562667,8.494,13/07/2023,summer
658,JCFINP2306,68,positive,-116.8997442,31.83052,68,-116.9160517,31.84771333,27.682,14/07/2023,summer
659,JCFINP2306,69,negative,-116.8649917,31.66048333,69,-116.8760783,31.67724333,180.709,14/07/2023,summer
660,JCFINP2306,70,positive,-116.79318,31.48249084,70,-116.8126283,31.50302,154.639,15/07/2023,summer
661,JCFINP2306,71,positive,-117.1577258,32.07785084,71,-117.1794133,32.066995,133.452,15/07/2023,summer
662,JCFINP2306,72,negative,-117.0468242,31.9458225,72,-117.0683817,31.96021,104.726,15/07/2023,summer
663,JCFINP2306,73,positive,-117.1158692,31.71430417,73,-117.1333367,31.73174167,58.565,16/07/2023,summer
664,JCFINP2306,74,positive,-117.483775,32.304295,74,-117.501275,32.32261833,422.27,16/07/2023,summer
665,JCFINP2306,75,positive,-117.11855,32.27027083,75,-117.14261,32.28688333,1.368,17/07/2023,summer
